Date,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Metro_status,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
2/8/23,Washington Parish,LA,96.9,22474,48.7,22465,52.1,22101,56.6,20944,59.5,6756,79,19906,43.1,19905,46.2,1217,15.4,19638,50.3,18688,53.1,6224,72.8,9066,45.5,9066,45.5,9056,46.1,8942,47.8,7100,60.6,4427,71.1,2303,32.4,1614,36.5,Non-metro,46194,43106,7925,39020,35181,8554,1969,4.6,1967,5,1945,5.5,1199,14
2/8/23,Red River Parish,LA,96.9,3626,43,3620,45.7,3553,49.8,3354,51.8,1066,64.2,3206,38,3203,40.5,224,15.5,3150,44.1,2979,46.1,992,59.8,1259,39.3,1258,39.3,1255,39.8,1223,41.1,985,52.8,617,62.2,259,26.3,186,30.1,Non-metro,8442,7916,1447,7135,6469,1660,186,2.3,186,2.6,181,2.8,116,7
2/8/23,Crow Wing County,MN,94.7,40727,62.6,40495,65.8,39204,69.9,37177,72.6,15027,95,37995,58.4,37914,61.6,3061,29.6,36759,65.5,34853,68.1,14110,94.4,24276,63.9,24275,64,23982,65.2,23314,66.9,17997,76.3,11610,82.3,12133,67.4,8891,76.6,Non-metro,65055,61526,10346,56094,51180,14946,13598,22.1,13439,24,13189,25.8,8458,56.6
2/8/23,Fayette County,WV,97.1,27384,64.6,27340,67.9,26710,72.8,25102,74.5,8437,91.4,24432,57.6,24404,60.6,1902,29.1,23898,65.1,22502,66.8,7735,83.8,11425,46.8,11425,46.8,11385,47.6,11104,49.3,8366,59.7,5151,66.6,3775,45.1,2713,52.7,Metro,42406,40247,6537,36684,33710,9227,3812,9.5,3790,10.3,3731,11.1,2355,25.5
2/8/23,Guayanilla Municipio,PR,97.8,15754,89.4,15719,92.9,14650,93.2,13369,94,3673,95,14781,83.9,14773,87.3,2209,81.5,13798,87.8,12564,88.4,3432,89.7,10131,68.5,10131,68.6,10075,73,9165,72.9,5118,77.3,2658,77.4,1759,34.4,1104,41.5,Metro,17623,16926,2709,15717,14217,3827,1216,7.2,1207,7.7,1183,8.3,623,16.3
2/8/23,Jackson County,FL,98.6,24701,53.2,24685,56.1,24418,59.9,23689,62.9,8408,87.9,20727,44.7,20721,47.1,742,11.7,20519,50.4,19979,53.1,7302,76.3,8217,39.6,8217,39.7,8197,39.9,8112,40.6,6578,50,4277,58.6,2589,39.4,1896,44.3,Non-metro,46414,43987,6340,40736,37647,9570,2458,5.6,2453,6,2433,6.5,1595,16.7
2/8/23,Hamilton County,IA,97.3,10347,70,10281,74.3,9926,78.9,9279,81.3,2961,95,9658,65.4,9620,69.5,866,35.6,9298,73.9,8754,76.7,2857,92.3,5612,58.1,5610,58.3,5526,59.4,5379,61.4,4038,75.5,2425,84.9,2545,63,1786,73.6,Non-metro,14773,13841,2430,12576,11411,3097,2886,20.9,2841,22.6,2787,24.4,1659,53.6
2/8/23,Clay County,NE,91,,,,,,,,,,,2651,42.7,2649,45.9,146,13.1,2623,50.5,2503,53.7,1004,79.2,1617,61,1617,61,1608,61.3,1585,63.3,1285,75.6,868,86.5,671,52.2,509,58.6,Non-metro,6203,5777,1116,5199,4661,1268,666,11.5,660,12.7,651,14,439,34.6
2/8/23,Boyd County,KY,94.1,27765,59.4,27666,62.7,26881,66.7,25452,69.2,7575,81.2,24012,51.4,23963,54.3,1806,24.6,23319,57.9,22157,60.3,6932,74.3,10553,43.9,10545,44,10422,44.7,10136,45.7,7045,54.5,4221,60.9,3547,50.3,2456,58.2,Metro,46718,44099,7335,40279,36764,9334,4380,9.9,4319,10.7,4227,11.5,2366,25.3
2/8/23,Cimarron County,OK,93.8,908,42.5,908,45.2,900,50.8,883,55.5,401,73.8,743,34.8,743,36.9,18,4.3,739,41.8,725,45.6,335,61.7,241,32.4,241,32.4,239,32.3,237,32.7,179,36,128,38.2,38,21.2,31,24.2,Non-metro,2137,2011,420,1770,1591,543,71,3.5,71,4,70,4.4,46,8.5
2/8/23,Golden Valley County,ND,92.7,703,39.9,703,42.1,688,44.8,658,47.7,317,70.3,550,31.2,550,32.9,38,13.1,536,34.9,512,37.1,242,53.7,227,41.3,227,41.3,224,41.8,219,42.8,192,49.7,136,56.2,66,34.4,57,41.9,Non-metro,1761,1670,291,1536,1379,451,93,5.6,93,6.1,91,6.6,66,14.6
2/8/23,White Pine County,NV,95.1,5908,61.7,5902,65.1,5783,69.6,5504,72.1,1610,91.8,5279,55.1,5274,58.2,309,21.7,5186,62.4,4965,65,1483,84.5,2290,43.4,2289,43.4,2284,44,2247,45.3,1631,56.9,970,65.4,507,31.1,378,39,Non-metro,9580,9062,1424,8305,7638,1754,549,6.1,548,6.6,539,7.1,324,18.5
2/8/23,Slope County,ND,92.7,110,14.7,109,15.5,109,16.9,107,17.9,60,33.7,85,11.3,85,12.1,2,1.9,85,13.2,83,13.9,45,25.3,41,48.2,41,48.2,41,48.2,41,49.4,35,54.7,23,51.1,7,20,5,21.7,Non-metro,750,705,107,646,598,178,7,1,7,1.1,7,1.2,5,2.8
2/8/23,McCormick County,SC,93,6616,69.9,6608,71.8,6566,74.5,6353,75.7,3473,95,5818,61.5,5814,63.1,221,27,5780,65.6,5593,66.7,3123,92.6,3212,55.2,3212,55.2,3212,55.6,3186,57,2924,62.6,2154,69,1384,47.3,1125,52.2,Non-metro,9463,9207,820,8809,8387,3371,1426,15.5,1425,16.2,1420,16.9,1096,32.5
2/8/23,Decatur County,KS,93.9,1254,44.4,,,,,,,,,1180,41.7,1179,44.3,24,6,1168,47.8,1155,51,551,68.6,663,56.2,663,56.2,662,56.7,660,57.1,561,66.5,393,71.3,280,49.9,215,54.7,Non-metro,2827,2663,399,2441,2264,803,297,11.2,297,12.2,297,13.1,205,25.5
2/8/23,Washington County,AR,92.1,174234,72.8,172675,77.3,163685,81.5,148751,82,29863,95,144332,60.3,143551,64.3,19416,46.4,136547,68,124135,68.4,25871,89.5,65381,45.3,65368,45.5,64049,46.9,60738,48.9,34352,64.1,18970,73.3,18922,55.1,12244,64.5,Metro,239187,223256,41819,200760,181437,28919,32491,14.6,31831,15.9,30661,16.9,13861,47.9
2/8/23,Carson City,NV,95.1,42586,76.2,42478,80.5,41467,85.7,39029,87.6,12795,95,37257,66.6,37188,70.5,2859,34.9,36395,75.2,34329,77,11415,95,18148,48.7,18148,48.8,18041,49.6,17567,51.2,12872,62.4,7991,70,6535,50.8,4637,58,Metro,55916,52757,8189,48395,44568,11573,7960,15.1,7900,16.3,7767,17.4,4574,39.5
2/8/23,McLean County,IL,97.9,122898,71.7,121367,75.1,114494,77.6,105160,77.9,23358,95,113632,66.3,112749,69.7,15138,56.9,106406,72.1,97611,72.3,22198,94,67520,59.4,67496,59.9,65686,61.7,61755,63.3,35867,77,18886,85.1,21837,60.9,13070,69.2,Metro,171517,161693,26621,147553,135072,23622,28976,17.9,28306,19.2,27124,20.1,11871,50.3
2/8/23,Clinton County,IN,98.5,18050,55.7,17990,59.7,17458,64.9,16307,68.1,5034,92.5,16429,50.7,16408,54.4,1426,23,15980,59.4,14982,62.6,4790,88.1,7740,47.1,7740,47.2,7691,48.1,7464,49.8,5525,61.7,3432,71.6,2421,43.8,1787,52.1,Non-metro,32399,30155,6207,26904,23948,5440,2593,8.6,2572,9.6,2532,10.6,1618,29.7
2/8/23,Cameron County,PA,94.9,2797,62.9,2794,66,2755,70.5,2660,72.7,1149,92.1,2520,56.7,2518,59.5,119,20.7,2485,63.6,2399,65.5,1041,83.4,1330,52.8,1330,52.8,1328,53.4,1318,54.9,1120,64.4,768,73.8,520,46.4,404,52.6,Non-metro,4447,4235,574,3907,3661,1248,565,13.3,564,14.4,562,15.4,376,30.1
2/8/23,LaMoure County,ND,92.7,2282,56.4,2271,59.7,2214,63.5,2115,66.7,938,84.3,2043,50.5,2037,53.5,130,20.6,1989,57,1907,60.1,853,76.6,1249,61.1,1249,61.3,1244,62.5,1223,64.1,1008,73.3,689,80.8,556,55.2,422,61.2,Non-metro,4046,3805,632,3487,3173,1113,643,16.9,638,18.3,635,20,434,39
2/8/23,Cannon County,TN,97.8,5568,37.9,5563,40.3,5511,43.8,5341,46.3,1791,65.8,4875,33.2,4874,35.3,180,7.9,4835,38.5,4694,40.7,1615,59.3,2232,45.8,2232,45.8,2225,46,2195,46.8,1717,56.6,1056,65.4,607,35.4,435,41.2,Metro,14678,13800,2272,12573,11528,2722,364,2.6,362,2.9,355,3.1,215,7.9
2/8/23,Windsor County,VT,73.3,37216,67.6,36959,70.2,35311,72.2,33358,73.8,11164,83.7,28704,52.1,28567,54.2,2792,37.5,27300,55.8,25775,57,8913,66.8,15676,54.6,15666,54.8,15368,56.3,14666,56.9,10297,63.8,6027,67.6,5562,54,3851,63.9,Non-metro,55062,52673,7445,48904,45228,13333,8004,15.2,7772,15.9,7474,16.5,3873,29
2/8/23,Isabela Municipio,PR,97.8,33526,82.9,33485,85.6,31617,87.7,28982,86.6,7678,91.9,31446,77.8,31439,80.4,4089,72.6,29842,82.8,27350,81.7,7215,86.3,19317,61.4,19317,61.4,19259,64.5,17723,64.8,10177,71.2,5268,73,2913,28.6,1742,33.1,Metro,40423,39100,5629,36051,33471,8356,2108,5.4,2093,5.8,2053,6.1,1048,12.5
2/8/23,Ohio County,WV,97.1,31594,76.3,31488,80.1,30777,85,29040,86.7,10068,95,28386,68.5,28330,72.1,2156,36.9,27780,76.7,26174,78.2,9223,95,14887,52.4,14886,52.5,14826,53.4,14476,55.3,10752,65.8,6811,73.8,5036,46.8,3668,53.9,Metro,41411,39318,5842,36214,33476,9205,5205,13.2,5170,14.3,5110,15.3,3113,33.8
2/8/23,San Juan County,CO,97,841,95,827,95,775,95,739,95,196,95,717,95,714,95,59,92.2,685,95,655,95,176,93.6,428,59.7,428,59.9,412,60.1,392,59.8,225,66.6,137,77.8,162,72,110,80.3,Non-metro,728,701,64,668,637,188,253,36.1,246,36.8,235,36.9,104,55.3
2/8/23,McMinn County,TN,97.8,24713,45.9,24683,48.6,24332,52.4,23419,55.2,8342,78,22193,41.3,22185,43.7,1087,12.9,21893,47.1,21098,49.8,7820,73.1,10518,47.4,10516,47.4,10483,47.9,10320,48.9,8433,59.6,5434,69.5,3789,44.9,2838,52.2,Non-metro,53794,50786,8398,46461,42388,10701,3528,6.9,3520,7.6,3486,8.2,2350,22
2/8/23,Custer County,CO,97,2854,56.3,2852,58.3,2828,61.5,2772,63.4,1443,86.3,2606,51.4,2604,53.3,66,12.7,2585,56.2,2538,58.1,1347,80.5,1698,65.2,1698,65.2,1697,65.6,1687,66.5,1526,72.9,1038,77.1,938,61.5,705,67.9,Non-metro,5068,4890,519,4602,4371,1673,872,17.8,871,18.9,865,19.8,612,36.6
2/8/23,Johnson County,KS,93.9,595791,95,586388,95,551606,95,505425,95,122832,95,497912,82.7,492580,87.2,68436,63.8,464099,91.3,424144,92.7,108459,95,247751,49.8,247646,50.3,239803,51.7,224100,52.8,134662,62.5,74869,69,75733,56.2,48387,64.6,Metro,602401,564811,107281,508404,457530,90543,140243,24.8,135925,26.7,129276,28.3,55345,61.1
2/8/23,Polk County,OR,97.7,60947,70.8,60527,74.4,57881,78.5,53523,80.1,15337,95,56315,65.4,56160,69,6095,42.1,54045,73.3,50065,74.9,14520,91.2,32472,57.7,32471,57.8,31919,59.1,30410,60.7,19449,73.9,11977,82.5,11995,61.7,8218,68.6,Metro,86085,81333,14477,73747,66856,15921,14780,18.2,14492,19.7,14007,21,7273,45.7
2/8/23,Millard County,UT,97.7,7150,54.2,7121,58.5,6885,65.2,6357,69.9,2038,86.8,6221,47.2,6216,51.1,591,19.2,6059,57.4,5625,61.8,1816,77.3,2597,41.7,2597,41.8,2585,42.7,2541,45.2,1947,59.1,1211,66.7,751,38.6,550,45.4,Non-metro,13188,12171,3073,10560,9098,2348,890,7.3,885,8.4,870,9.6,557,23.7
2/8/23,East Carroll Parish,LA,96.9,3739,54.5,3735,58.1,3612,62.7,3362,64.4,951,90.8,3275,47.7,3273,50.9,263,21.7,3192,55.4,3010,57.6,906,86.5,1465,44.7,1465,44.8,1463,45.8,1431,47.5,1101,60.3,630,69.5,395,35.9,257,40.8,Non-metro,6861,6434,1211,5763,5223,1047,349,5.4,348,6,346,6.6,201,19.2
2/8/23,Carson County,TX,98.9,2449,41.3,2448,43.5,2431,48,2359,52,832,66.6,2138,36.1,2138,38,67,6.1,2126,42,2071,45.6,774,61.9,858,40.1,858,40.1,856,40.3,855,41.3,732,52.4,495,64,278,38,216,43.6,Metro,5926,5632,1092,5065,4540,1250,267,4.7,267,5.3,267,5.9,197,15.8
2/8/23,Logan County,OK,93.8,21230,44.2,21165,46.7,20689,50.3,19504,52.5,5810,73.8,17730,36.9,17705,39.1,1344,16.6,17324,42.1,16361,44,4947,62.9,7881,44.5,7881,44.5,7806,45.1,7619,46.6,5723,59.6,3432,69.4,3250,56.8,2247,65.5,Metro,48011,45283,8111,41126,37172,7868,4239,9.4,4208,10.2,4133,11.1,2400,30.5
2/8/23,Musselshell County,MT,95.9,1835,39.6,1832,41.5,1808,44.1,1748,46.3,800,62.5,1658,35.8,1657,37.5,72,11.3,1637,40,1585,42,751,58.6,805,48.6,805,48.6,803,49.1,797,50.3,697,57.2,472,62.8,330,47.3,253,53.6,Non-metro,4633,4414,636,4097,3778,1281,371,8.4,369,9,368,9.7,255,19.9
2/8/23,Randolph County,IN,98.5,13218,53.6,13202,56.9,12972,61.5,12437,65.1,4632,90.2,11810,47.9,11804,50.9,621,15.2,11647,55.2,11183,58.5,4390,85.5,6213,52.6,6213,52.6,6179,53.1,6075,54.3,4938,65.2,3280,74.7,2350,47.6,1791,54.6,Non-metro,24665,23202,4097,21093,19105,5134,2215,9.5,2205,10.5,2181,11.4,1506,29.3
2/8/23,White County,IL,97.9,8116,60,8101,63.5,7987,69.1,7701,73.1,3127,95,7325,54.1,7316,57.3,348,15.7,7227,62.6,6968,66.1,2858,95,3621,49.4,3621,49.5,3612,50,3557,51,2957,61,1974,69.1,1341,45.4,1004,50.9,Non-metro,13537,12757,2223,11553,10534,2893,1415,11.1,1412,12.2,1394,13.2,957,33.1
2/8/23,Salt Lake County,UT,97.7,950916,81.9,937458,87.1,878866,92,795910,93.5,136576,95,845306,72.8,839668,78,123808,54.9,791322,82.8,715860,84.1,126237,95,472415,55.9,472144,56.2,458826,58,430001,60.1,210911,75.6,105164,83.3,126250,59.9,73593,70,Metro,1160437,1076750,225458,955797,851292,130051,210436,19.5,203086,21.2,192038,22.6,67934,52.2
2/8/23,Caldwell County,TX,98.9,30156,69.1,30017,73.3,28929,77.8,26330,78.6,6191,95,25168,57.6,25143,61.4,2810,37.8,24461,65.8,22333,66.6,5364,82.4,10005,39.8,10005,39.8,9890,40.4,9630,43.1,6559,57.7,3594,67,3216,49,2080,57.9,Metro,43664,40952,7439,37180,33513,6512,4016,9.8,3958,10.6,3859,11.5,1963,30.1
2/8/23,Motley County,TX,98.9,467,38.9,467,40.9,465,43.8,459,47.7,274,74.5,340,28.3,340,29.8,4,2.2,339,32,336,34.9,213,57.9,157,46.2,157,46.2,157,46.3,156,46.4,146,52.3,121,56.8,50,34.2,41,33.9,Non-metro,1200,1141,178,1061,963,368,49,4.3,49,4.6,48,5,38,10.3
2/8/23,Orangeburg County,SC,93,57394,66.6,57224,70.3,55544,75.1,52022,77.1,16959,95,49998,58,49899,61.3,4274,30.5,48573,65.7,45625,67.6,15259,86.9,22778,45.6,22761,45.6,22583,46.5,22008,48.2,17420,60.5,10624,69.6,6971,40,4937,46.5,Non-metro,86175,81444,13996,73912,67448,17560,6894,8.5,6825,9.2,6694,9.9,4116,23.4
2/8/23,Lumpkin County,GA,88.9,13422,39.9,13400,41.7,13191,44.1,12646,45.5,4584,76.6,11990,35.7,11976,37.3,608,14.1,11815,39.5,11368,40.9,4233,70.7,5679,47.4,5678,47.4,5647,47.8,5544,48.8,4345,57.9,2814,66.5,1973,45.4,1435,51,Non-metro,33610,32137,4324,29891,27813,5987,2431,7.6,2416,8.1,2376,8.5,1503,25.1
2/8/23,Yankton County,SD,96.7,19042,83.5,18863,87.9,18286,93,17220,95,5520,95,15777,69.2,15711,73.2,1380,39.9,15240,77.5,14331,79.6,4626,95,8342,52.9,8342,53.1,8218,53.9,7874,54.9,5747,66.3,3413,73.8,3184,55.4,2209,64.7,Non-metro,22814,21470,3458,19660,18012,4444,3996,18.6,3949,20.1,3857,21.4,2208,49.7
2/8/23,Alamosa County,CO,97,10637,65.5,10596,69.7,10163,75,9431,76.6,2389,95,9480,58.4,9457,62.2,992,34.3,9120,67.3,8465,68.8,2239,95,4983,52.6,4982,52.7,4920,53.9,4764,56.3,3028,69.9,1683,75.2,1748,57.7,1119,66.5,Non-metro,16233,15204,2896,13557,12308,2254,2127,14,2097,15.5,2063,16.8,972,43.1
2/8/23,Clinton County,OH,98.6,23108,55.1,23042,58.4,22509,62.9,21327,65.8,6833,92.7,21310,50.8,21273,53.9,1505,21.4,20835,58.2,19768,61,6444,87.4,10553,49.5,10551,49.6,10473,50.3,10232,51.8,7893,62.9,4692,72.8,3907,49.5,2724,58.1,Non-metro,41968,39456,7042,35785,32414,7369,4320,10.9,4281,12,4213,13,2595,35.2
2/8/23,Phelps County,NE,91,,,,,,,,,,,3783,41.9,3779,44.6,296,18.9,3693,48.4,3483,50.4,1297,67.8,2374,62.8,2374,62.8,2364,64,2339,67.2,1874,82.1,1254,95,938,50.1,719,57.3,Non-metro,9034,8473,1569,7637,6904,1913,844,10,840,11,837,12.1,567,29.6
2/8/23,Logan County,NE,91,,,,,,,,,,,168,22.5,168,23.8,11,8.3,168,26,157,27.4,76,45,78,46.4,78,46.4,78,46.4,78,49.7,67,55.8,47,61.8,34,50.7,25,53.2,Non-metro,748,706,133,646,573,169,33,4.7,33,5.1,33,5.8,18,10.7
2/8/23,Kaufman County,TX,98.9,85241,62.6,84849,67.2,81255,73.1,74391,75.8,15554,95,73571,54,73432,58.1,8696,30.9,70595,63.5,64736,66,14033,87.1,26408,35.9,26407,36,26044,36.9,25449,39.3,17147,54,9012,64.2,7557,44.1,4671,51.8,Metro,136154,126307,28159,111223,98148,16113,9546,7.6,9403,8.5,9175,9.3,4329,26.9
2/8/23,Dickenson County,VA,78.2,8097,56.6,8082,59.3,7907,63.2,7498,65.1,2862,87,6982,48.8,6974,51.1,492,23.2,6847,54.8,6482,56.3,2524,76.7,2890,41.4,2890,41.4,2877,42,2808,43.3,2223,50.7,1451,57.5,991,44.6,692,47.7,Non-metro,14318,13639,2122,12505,11517,3290,1018,7.5,1014,8.1,1002,8.7,627,19.1
2/8/23,Jefferson County,IA,97.3,9954,54.4,9928,56.8,9715,59.1,9283,60,3549,81.8,9115,49.8,9097,52,576,28.6,8913,54.2,8521,55.1,3316,76.4,5130,56.3,5129,56.4,5093,57.1,4984,58.5,3793,73,2641,79.6,2352,62,1798,68.1,Non-metro,18295,17488,2016,16441,15472,4339,2786,15.9,2764,16.8,2720,17.6,1735,40
2/8/23,Meagher County,MT,95.9,1031,55.4,1031,58.1,1018,62.1,983,65,411,69.8,969,52,969,54.6,46,17.6,956,58.4,923,61,386,65.5,538,55.5,538,55.5,533,55.8,521,56.4,427,65.8,271,70.2,239,56,171,63.1,Non-metro,1862,1775,262,1638,1513,589,233,13.1,231,14.1,229,15.1,145,24.6
2/8/23,Adams County,IA,97.3,2211,61.4,2208,64.7,2161,69.6,2086,73.2,750,88,2075,57.6,2074,60.8,111,19.7,2031,65.4,1963,68.9,719,84.4,1265,61,1265,61,1255,61.8,1244,63.4,963,74.5,587,81.6,604,62.7,416,70.9,Non-metro,3602,3411,563,3107,2848,852,674,19.8,670,21.6,667,23.4,404,47.4
2/8/23,Boone County,IA,97.3,18609,70.9,18454,74.3,17728,77.8,16437,79.4,5116,95,17439,66.5,17347,69.8,1839,44.3,16713,73.4,15508,74.9,4899,95,10237,58.7,10233,59,10064,60.2,9621,62,6953,75.7,4160,84.9,4490,64.6,3071,73.8,Non-metro,26234,24849,4151,22773,20698,4987,5353,21.5,5262,23.1,5066,24.5,2896,58.1
2/8/23,Montague County,TX,98.9,8206,41.4,8202,44,8118,47.9,7855,51.1,3233,72.7,7020,35.4,7018,37.6,264,8,6956,41.1,6754,43.9,2909,65.5,2813,40.1,2813,40.1,2810,40.4,2792,41.3,2438,49.9,1685,57.9,910,37.3,690,40.9,Non-metro,19818,18653,3284,16935,15369,4444,1068,5.7,1068,6.3,1059,6.9,719,16.2
2/8/23,Buchanan County,VA,78.2,11481,54.7,11476,57,11339,60.6,10814,62.3,3678,75.9,10241,48.8,10240,50.9,556,20.1,10130,54.1,9684,55.8,3381,69.8,4186,40.9,4186,40.9,4180,41.3,4107,42.4,3087,48.9,1781,52.7,1020,33,673,37.8,Non-metro,21004,20132,2767,18717,17365,4844,1153,5.7,1153,6.2,1147,6.6,572,11.8
2/8/23,Malheur County,OR,97.7,17723,58,17682,62.1,17161,68,16079,71,5229,95,15370,50.3,15357,54,1317,22.7,14958,59.3,14040,62,4672,90.9,6537,42.5,6537,42.6,6481,43.3,6263,44.6,4623,55.7,2903,62.1,1902,41.1,1336,46,Non-metro,30571,28464,5810,25224,22654,5140,2258,7.9,2229,8.8,2161,9.5,1223,23.8
2/8/23,La Plata County,CO,97,46289,82.3,45891,85.7,43931,88.8,41277,90.2,11303,95,41212,73.3,41076,76.7,4041,52,39459,79.8,37035,81,10498,95,25790,62.6,25783,62.8,25271,64,24055,65,14948,75.5,8418,80.2,9559,63.9,6033,71.7,Non-metro,56221,53527,7778,49452,45749,10249,11707,21.9,11483,23.2,11070,24.2,5159,50.3
2/8/23,Madison County,TX,98.9,6933,48.5,6922,51.4,6825,55.5,6571,58.4,1625,71.8,5982,41.9,5982,44.4,278,12.5,5909,48.1,5704,50.7,1442,63.7,2612,43.7,2612,43.7,2607,44.1,2595,45.5,1424,52.2,842,58.4,505,35.5,325,38.6,Non-metro,14284,13477,2227,12290,11250,2264,486,3.6,484,3.9,482,4.3,280,12.4
2/8/23,Waynesboro city,VA,78.2,11423,50.5,11387,54.2,11245,59.3,10587,61.3,3428,85,9855,43.5,9835,46.8,586,15.7,9731,51.4,9249,53.6,3056,75.8,631,6.4,629,6.4,610,6.3,572,6.2,371,6.7,193,6.3,359,95,232,95,Metro,22630,21009,3744,18950,17265,4031,691,3.3,686,3.6,667,3.9,353,8.8
2/8/23,Rains County,TX,98.9,5228,41.8,5225,44.1,5171,47.8,5000,50.1,2068,66.2,4649,37.2,4647,39.2,189,10.1,4607,42.6,4458,44.6,1885,60.4,1919,41.3,1919,41.3,1919,41.7,1911,42.9,1704,52.8,1174,62.3,718,42.1,556,47.4,Non-metro,12514,11859,1870,10824,9989,3123,706,6,705,6.5,699,7,501,16
2/8/23,Washington County,KY,94.1,7166,59.2,7150,63.1,6976,68.2,6618,71.1,2045,91.5,6384,52.8,6380,56.3,445,21.9,6239,61,5935,63.7,1887,84.4,3024,47.4,3024,47.4,2999,48.1,2939,49.5,2244,60.8,1338,70.9,1039,46.3,731,54.6,Non-metro,12095,11339,2028,10236,9311,2235,1155,10.2,1148,11.2,1131,12.1,692,31
2/8/23,Yamhill County,OR,97.7,77320,72.2,76672,75.8,73263,79.6,67898,81.1,18977,95,70101,65.5,69826,69,7600,43.6,67054,72.9,62226,74.3,17756,93,40194,57.3,40189,57.6,39540,59,37636,60.5,24061,72.2,14246,80.2,13988,58.1,9395,65.9,Metro,107100,101158,17435,92039,83723,19099,17212,17,16851,18.3,16268,19.4,8182,42.8
2/8/23,Blue Earth County,MN,94.7,45200,66.8,44709,69.9,42621,72.7,39927,73.7,9940,95,42583,62.9,42284,66.1,4460,45.4,40409,69,37824,69.8,9640,95,25265,59.3,25233,59.7,24738,61.2,23537,62.2,14165,79.3,8322,86.3,10018,70.7,6695,80.4,Metro,67653,64003,9826,58600,54177,9627,13681,21.4,13422,22.9,12953,23.9,6449,67
2/8/23,Waldo County,ME,96.2,34034,85.7,33830,89.1,32696,93.1,30991,95,11150,95,29606,74.5,29499,77.7,2589,47.2,28496,81.2,26910,82.8,9596,95,18536,62.6,18534,62.8,18329,64.3,17734,65.9,12960,75.7,8005,83.4,8734,67.4,6107,76.3,Non-metro,39715,37981,5483,35108,32498,9261,10718,28.2,10619,30.2,10405,32,6184,66.8
2/8/23,Sheridan County,ND,92.7,550,41.8,550,44,547,47,534,49.4,275,61.4,499,37.9,499,39.9,14,8.2,498,42.8,485,44.9,250,55.8,308,61.7,308,61.7,308,61.8,306,63.1,271,70.4,190,76,128,47.2,101,53.2,Non-metro,1315,1250,170,1163,1080,448,154,12.3,154,13.2,154,14.3,112,25
2/8/23,Emmet County,MI,94.2,25506,76.3,,,,,,,,,24808,74.2,24766,77.7,1848,39.1,24344,82.6,22918,84.4,7713,95,15024,60.6,15023,60.7,14838,61,14321,62.5,10252,72.9,6196,80.3,5220,50.9,3591,58,Non-metro,33415,31891,4730,29487,27161,7794,5185,16.3,5095,17.3,4921,18.1,2609,33.5
2/8/23,Hampton city,VA,78.2,99479,74,99165,78.5,96433,83.5,90863,85.4,21779,95,85120,63.3,84966,67.3,6851,34.4,82792,71.7,78115,73.5,19005,89.7,30095,35.4,30094,35.4,29783,36,28876,37,18741,47.3,10374,54.6,9873,52.7,6325,61,Metro,134510,126280,19937,115515,106343,21177,12439,9.9,12294,10.6,12052,11.3,5895,27.8
2/8/23,Kanabec County,MN,94.7,7769,47.6,7730,50.2,7497,53,7029,54.8,2735,80,7244,44.3,7231,46.9,656,25.5,7018,49.6,6575,51.2,2578,75.4,5169,71.4,5169,71.5,5109,72.8,4923,74.9,3841,84.9,2413,93.6,2498,65,1742,72.2,Non-metro,16337,15409,2572,14136,12837,3420,2777,18,2743,19.4,2682,20.9,1646,48.1
2/8/23,DeKalb County,MO,91.3,4094,32.6,4085,34.1,4041,36.3,3913,37.6,1345,64.7,3645,29.1,3643,30.4,147,9.3,3608,32.4,3496,33.6,1219,58.7,1668,45.8,1668,45.8,1663,46.1,1640,46.9,1346,57.7,842,69.1,603,44.8,439,52.1,Metro,12547,11984,1580,11120,10404,2078,702,5.9,699,6.3,696,6.7,458,22
